revid,parentid,timestamp,user,anon,minor,size,sha1,comment,page,lang,date,weekday,hour,size_diff,revert_sha1,revert_kw,is_revert
1166,1165,2025-09-12 14:07:00+00:00,Utilisateur_23,False,False,32178,sha1166,précision,Page_Controversee_(demo),fr,2025-09-12,Friday,14,-213,False,False,False
1172,1171,2025-09-12 14:12:00+00:00,Utilisateur_22,False,True,32055,sha1172,correction typo,Page_Controversee_(demo),fr,2025-09-12,Friday,14,-123,False,False,False
1163,1162,2025-09-12 14:16:00+00:00,Utilisateur_9,False,False,32431,sha1163,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-12,Friday,14,376,False,False,False
1159,1158,2025-09-12 14:20:00+00:00,Utilisateur_2,False,False,33466,sha19,mise en forme,Page_Controversee_(demo),fr,2025-09-12,Friday,14,1035,True,False,True
1168,1167,2025-09-12 14:30:00+00:00,Utilisateur_23,False,False,32091,sha1168,màj références,Page_Controversee_(demo),fr,2025-09-12,Friday,14,-1375,False,False,False
1171,1170,2025-09-12 15:05:00+00:00,Utilisateur_9,False,False,32167,sha1171,correction typo,Page_Controversee_(demo),fr,2025-09-12,Friday,15,76,False,False,False
1153,1152,2025-09-12 15:44:00+00:00,Utilisateur_25,False,True,34136,sha1153,correction typo,Page_Controversee_(demo),fr,2025-09-12,Friday,15,1969,False,False,False
1157,1156,2025-09-12 15:46:00+00:00,Utilisateur_9,False,True,33428,sha1157,précision,Page_Controversee_(demo),fr,2025-09-12,Friday,15,-708,False,False,False
1154,1153,2025-09-12 16:13:00+00:00,IP_50.160,True,False,33586,sha1154,reformulation,Page_Controversee_(demo),fr,2025-09-12,Friday,16,158,False,False,False
1158,1157,2025-09-12 19:21:00+00:00,IP_253.53,True,True,33648,sha1158,correction typo,Page_Controversee_(demo),fr,2025-09-12,Friday,19,62,False,False,False
1162,1161,2025-09-12 20:14:00+00:00,Utilisateur_25,False,True,33141,sha1162,correction typo,Page_Controversee_(demo),fr,2025-09-12,Friday,20,-507,False,False,False
1161,1160,2025-09-12 21:59:00+00:00,Utilisateur_2,False,True,33026,sha1161,précision,Page_Controversee_(demo),fr,2025-09-12,Friday,21,-115,False,False,False
1170,1169,2025-09-12 23:23:00+00:00,Utilisateur_13,False,False,32113,sha1170,correction typo,Page_Controversee_(demo),fr,2025-09-12,Friday,23,-913,False,False,False
1191,1190,2025-09-13 07:14:00+00:00,Utilisateur_23,False,True,28330,sha1191,reformulation,Page_Controversee_(demo),fr,2025-09-13,Saturday,7,-3783,False,False,False
1179,1178,2025-09-13 09:22:00+00:00,Utilisateur_2,False,False,30699,sha39,Annulation des modifications de vandalisme,Page_Controversee_(demo),fr,2025-09-13,Saturday,9,2369,False,True,True
1178,1177,2025-09-13 10:10:00+00:00,Utilisateur_8,False,True,31075,sha38,rv POV,Page_Controversee_(demo),fr,2025-09-13,Saturday,10,376,True,True,True
1173,1172,2025-09-13 10:19:00+00:00,Utilisateur_1,False,True,31840,sha1173,màj références,Page_Controversee_(demo),fr,2025-09-13,Saturday,10,765,False,False,False
1176,1175,2025-09-13 10:26:00+00:00,Utilisateur_23,False,False,31354,sha1176,précision,Page_Controversee_(demo),fr,2025-09-13,Saturday,10,-486,False,False,False
1185,1184,2025-09-13 10:45:00+00:00,Utilisateur_2,False,False,29854,sha1185,màj références,Page_Controversee_(demo),fr,2025-09-13,Saturday,10,-1500,False,False,False
1190,1189,2025-09-13 12:58:00+00:00,Utilisateur_6,False,False,29111,sha1190,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-13,Saturday,12,-743,False,False,False
1186,1185,2025-09-13 13:02:00+00:00,Utilisateur_15,False,False,29972,sha1186,précision,Page_Controversee_(demo),fr,2025-09-13,Saturday,13,861,False,False,False
1174,1173,2025-09-13 14:24:00+00:00,IP_241.91,True,False,31288,sha1174,précision,Page_Controversee_(demo),fr,2025-09-13,Saturday,14,1316,False,False,False
1189,1188,2025-09-13 14:38:00+00:00,Utilisateur_23,False,True,29274,sha49,correction,Page_Controversee_(demo),fr,2025-09-13,Saturday,14,-2014,False,False,False
1180,1179,2025-09-13 15:02:00+00:00,Utilisateur_21,False,False,30123,sha1180,précision,Page_Controversee_(demo),fr,2025-09-13,Saturday,15,849,False,False,False
1175,1174,2025-09-13 15:17:00+00:00,Utilisateur_23,False,True,30593,sha1175,correction typo,Page_Controversee_(demo),fr,2025-09-13,Saturday,15,470,False,False,False
1187,1186,2025-09-13 15:38:00+00:00,Utilisateur_2,False,False,28998,sha1187,précision,Page_Controversee_(demo),fr,2025-09-13,Saturday,15,-1595,False,False,False
1177,1176,2025-09-13 16:18:00+00:00,Utilisateur_23,False,True,31610,sha1177,correction typo,Page_Controversee_(demo),fr,2025-09-13,Saturday,16,2612,False,False,False
1192,1191,2025-09-13 16:20:00+00:00,IP_64.162,True,False,28703,sha1192,màj références,Page_Controversee_(demo),fr,2025-09-13,Saturday,16,-2907,False,False,False
1188,1187,2025-09-13 17:33:00+00:00,Utilisateur_13,False,True,29404,sha48,correction,Page_Controversee_(demo),fr,2025-09-13,Saturday,17,701,True,False,True
1182,1181,2025-09-13 17:41:00+00:00,Utilisateur_23,False,False,30093,sha42,ajout source,Page_Controversee_(demo),fr,2025-09-13,Saturday,17,689,True,False,True
1181,1180,2025-09-13 18:10:00+00:00,IP_119.107,True,True,29968,sha1181,précision,Page_Controversee_(demo),fr,2025-09-13,Saturday,18,-125,False,False,False
1183,1182,2025-09-13 18:27:00+00:00,Utilisateur_6,False,False,30532,sha1183,précision,Page_Controversee_(demo),fr,2025-09-13,Saturday,18,564,False,False,False
1184,1183,2025-09-13 21:26:00+00:00,Utilisateur_2,False,False,30221,sha1184,précision,Page_Controversee_(demo),fr,2025-09-13,Saturday,21,-311,False,False,False
1201,1200,2025-09-14 07:33:00+00:00,Utilisateur_9,False,False,27202,sha1201,correction typo,Page_Controversee_(demo),fr,2025-09-14,Sunday,7,-3019,False,False,False
1197,1196,2025-09-14 10:10:00+00:00,Utilisateur_2,False,True,28031,sha1197,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-14,Sunday,10,829,False,False,False
1199,1198,2025-09-14 10:22:00+00:00,Utilisateur_25,False,False,27390,sha59,Annulation des modifications de vandalisme,Page_Controversee_(demo),fr,2025-09-14,Sunday,10,-641,False,True,True
1196,1195,2025-09-14 12:31:00+00:00,IP_33.135,True,False,28150,sha1196,reformulation,Page_Controversee_(demo),fr,2025-09-14,Sunday,12,760,False,False,False
1202,1201,2025-09-14 13:21:00+00:00,Utilisateur_21,False,False,27281,sha1202,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-14,Sunday,13,-869,False,False,False
1200,1199,2025-09-14 13:40:00+00:00,IP_39.206,True,False,26913,sha1200,précision,Page_Controversee_(demo),fr,2025-09-14,Sunday,13,-368,False,False,False
1193,1192,2025-09-14 13:43:00+00:00,Utilisateur_2,False,False,28352,sha1193,reformulation,Page_Controversee_(demo),fr,2025-09-14,Sunday,13,1439,False,False,False
1195,1194,2025-09-14 16:04:00+00:00,Utilisateur_21,False,False,28965,sha1195,màj références,Page_Controversee_(demo),fr,2025-09-14,Sunday,16,613,False,False,False
1198,1197,2025-09-14 16:55:00+00:00,IP_148.5,True,False,27473,sha58,rv POV,Page_Controversee_(demo),fr,2025-09-14,Sunday,16,-1492,True,True,True
1194,1193,2025-09-14 18:14:00+00:00,Utilisateur_25,False,False,28374,sha1194,reformulation,Page_Controversee_(demo),fr,2025-09-14,Sunday,18,901,False,False,False
1211,1210,2025-09-15 07:40:00+00:00,Utilisateur_2,False,True,24858,sha1211,précision,Page_Controversee_(demo),fr,2025-09-15,Monday,7,-3516,False,False,False
1204,1203,2025-09-15 08:09:00+00:00,IP_106.35,True,False,27603,sha1204,reformulation,Page_Controversee_(demo),fr,2025-09-15,Monday,8,2745,False,False,False
1206,1205,2025-09-15 11:11:00+00:00,IP_140.17,True,False,26197,sha1206,reformulation,Page_Controversee_(demo),fr,2025-09-15,Monday,11,-1406,False,False,False
1210,1209,2025-09-15 12:35:00+00:00,Utilisateur_4,False,True,24836,sha1210,précision,Page_Controversee_(demo),fr,2025-09-15,Monday,12,-1361,False,False,False
1209,1208,2025-09-15 13:35:00+00:00,Utilisateur_2,False,False,25708,sha1209,reformulation,Page_Controversee_(demo),fr,2025-09-15,Monday,13,872,False,False,False
1205,1204,2025-09-15 14:18:00+00:00,Utilisateur_1,False,False,27416,sha1205,reformulation,Page_Controversee_(demo),fr,2025-09-15,Monday,14,1708,False,False,False
1208,1207,2025-09-15 14:32:00+00:00,Utilisateur_23,False,True,25721,sha1208,correction typo,Page_Controversee_(demo),fr,2025-09-15,Monday,14,-1695,False,False,False
1203,1202,2025-09-15 17:02:00+00:00,Utilisateur_21,False,True,27175,sha1203,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-15,Monday,17,1454,False,False,False
1207,1206,2025-09-15 19:30:00+00:00,Utilisateur_2,False,False,25429,sha1207,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-15,Monday,19,-1746,False,False,False
1212,1211,2025-09-16 07:01:00+00:00,Utilisateur_23,False,False,24377,sha1212,reformulation,Page_Controversee_(demo),fr,2025-09-16,Tuesday,7,-1052,False,False,False
1217,1216,2025-09-16 11:51:00+00:00,IP_108.24,True,False,24569,sha1217,précision,Page_Controversee_(demo),fr,2025-09-16,Tuesday,11,192,False,False,False
1213,1212,2025-09-16 12:21:00+00:00,Utilisateur_2,False,True,24084,sha13,rv POV,Page_Controversee_(demo),fr,2025-09-16,Tuesday,12,-485,True,True,True
1219,1218,2025-09-16 12:57:00+00:00,IP_139.202,True,False,25417,sha1219,correction typo,Page_Controversee_(demo),fr,2025-09-16,Tuesday,12,1333,False,False,False
1214,1213,2025-09-16 15:27:00+00:00,Utilisateur_10,False,True,23962,sha1214,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-16,Tuesday,15,-1455,False,False,False
1216,1215,2025-09-16 15:45:00+00:00,Utilisateur_18,False,False,24477,sha1216,reformulation,Page_Controversee_(demo),fr,2025-09-16,Tuesday,15,515,False,False,False
1221,1220,2025-09-16 15:47:00+00:00,IP_129.139,True,False,25418,sha1221,màj références,Page_Controversee_(demo),fr,2025-09-16,Tuesday,15,941,False,False,False
1222,1221,2025-09-16 15:52:00+00:00,Utilisateur_13,False,False,24378,sha1222,màj références,Page_Controversee_(demo),fr,2025-09-16,Tuesday,15,-1040,False,False,False
1218,1217,2025-09-16 15:54:00+00:00,Utilisateur_21,False,True,25454,sha1218,correction typo,Page_Controversee_(demo),fr,2025-09-16,Tuesday,15,1076,False,False,False
1220,1219,2025-09-16 19:30:00+00:00,Utilisateur_25,False,False,25413,sha1220,correction typo,Page_Controversee_(demo),fr,2025-09-16,Tuesday,19,-41,False,False,False
1215,1214,2025-09-16 21:18:00+00:00,Utilisateur_2,False,False,24592,sha15,correction,Page_Controversee_(demo),fr,2025-09-16,Tuesday,21,-821,False,False,False
1225,1224,2025-09-17 11:39:00+00:00,Utilisateur_20,False,False,24727,sha25,correction,Page_Controversee_(demo),fr,2025-09-17,Wednesday,11,135,True,False,True
1227,1226,2025-09-17 13:13:00+00:00,Utilisateur_23,False,True,25436,sha1227,précision,Page_Controversee_(demo),fr,2025-09-17,Wednesday,13,709,False,False,False
1224,1223,2025-09-17 13:27:00+00:00,Utilisateur_5,False,False,24687,sha1224,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-17,Wednesday,13,-749,False,False,False
1223,1222,2025-09-17 13:54:00+00:00,IP_249.180,True,True,24423,sha23,ajout source,Page_Controversee_(demo),fr,2025-09-17,Wednesday,13,-264,False,False,False
1229,1228,2025-09-17 13:56:00+00:00,IP_28.85,True,True,25419,sha29,ajout source,Page_Controversee_(demo),fr,2025-09-17,Wednesday,13,996,True,False,True
1230,1229,2025-09-17 14:25:00+00:00,Utilisateur_6,False,True,25573,sha30,correction,Page_Controversee_(demo),fr,2025-09-17,Wednesday,14,154,False,False,False
1231,1230,2025-09-17 15:35:00+00:00,Utilisateur_16,False,False,25322,sha1231,reformulation,Page_Controversee_(demo),fr,2025-09-17,Wednesday,15,-251,False,False,False
1228,1227,2025-09-17 16:49:00+00:00,IP_136.114,True,True,25648,sha28,revert non neutre,Page_Controversee_(demo),fr,2025-09-17,Wednesday,16,326,True,True,True
1226,1225,2025-09-17 18:33:00+00:00,IP_126.242,True,False,24748,sha1226,correction typo,Page_Controversee_(demo),fr,2025-09-17,Wednesday,18,-900,False,False,False
1233,1232,2025-09-18 11:29:00+00:00,Utilisateur_23,False,True,25350,sha33,Annulation des modifications de vandalisme,Page_Controversee_(demo),fr,2025-09-18,Thursday,11,602,False,True,True
1234,1233,2025-09-18 13:44:00+00:00,Utilisateur_23,False,False,25434,sha34,mise en forme,Page_Controversee_(demo),fr,2025-09-18,Thursday,13,84,False,False,False
1232,1231,2025-09-18 15:44:00+00:00,Utilisateur_12,False,False,25635,sha1232,reformulation,Page_Controversee_(demo),fr,2025-09-18,Thursday,15,201,False,False,False
1237,1236,2025-09-18 15:46:00+00:00,Utilisateur_10,False,False,25525,sha1237,correction typo,Page_Controversee_(demo),fr,2025-09-18,Thursday,15,-110,False,False,False
1236,1235,2025-09-18 15:55:00+00:00,Utilisateur_16,False,False,25486,sha1236,màj références,Page_Controversee_(demo),fr,2025-09-18,Thursday,15,-39,False,False,False
1235,1234,2025-09-18 16:39:00+00:00,IP_114.247,True,True,25459,sha1235,correction typo,Page_Controversee_(demo),fr,2025-09-18,Thursday,16,-27,False,False,False
1241,1240,2025-09-19 10:15:00+00:00,IP_228.66,True,False,26138,sha1241,correction typo,Page_Controversee_(demo),fr,2025-09-19,Friday,10,679,False,False,False
1240,1239,2025-09-19 11:10:00+00:00,IP_208.129,True,True,25868,sha1240,màj références,Page_Controversee_(demo),fr,2025-09-19,Friday,11,-270,False,False,False
1238,1237,2025-09-19 13:29:00+00:00,Utilisateur_2,False,False,25863,sha1238,reformulation,Page_Controversee_(demo),fr,2025-09-19,Friday,13,-5,False,False,False
1239,1238,2025-09-19 20:18:00+00:00,Utilisateur_2,False,True,25576,sha1239,correction typo,Page_Controversee_(demo),fr,2025-09-19,Friday,20,-287,False,False,False
1242,1241,2025-09-20 12:42:00+00:00,Utilisateur_13,False,False,26391,sha1242,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-20,Saturday,12,815,False,False,False
1245,1244,2025-09-21 13:06:00+00:00,Utilisateur_2,False,False,25558,sha1245,correction typo,Page_Controversee_(demo),fr,2025-09-21,Sunday,13,-833,False,False,False
1244,1243,2025-09-21 13:18:00+00:00,Utilisateur_2,False,True,26254,sha1244,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-21,Sunday,13,696,False,False,False
1246,1245,2025-09-21 14:51:00+00:00,Utilisateur_18,False,False,25186,sha1246,correction typo,Page_Controversee_(demo),fr,2025-09-21,Sunday,14,-1068,False,False,False
1247,1246,2025-09-21 15:39:00+00:00,IP_99.177,True,False,25100,sha1247,correction typo,Page_Controversee_(demo),fr,2025-09-21,Sunday,15,-86,False,False,False
1243,1242,2025-09-21 19:53:00+00:00,Utilisateur_25,False,False,26051,sha1243,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-21,Sunday,19,951,False,False,False
1248,1247,2025-09-22 12:59:00+00:00,Utilisateur_20,False,False,24983,sha1248,précision,Page_Controversee_(demo),fr,2025-09-22,Monday,12,-1068,False,False,False
1249,1248,2025-09-22 16:21:00+00:00,Utilisateur_23,False,True,25499,sha1249,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-22,Monday,16,516,False,False,False
1250,1249,2025-09-24 11:01:00+00:00,Utilisateur_16,False,False,24905,sha1250,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-24,Wednesday,11,-594,False,False,False
1251,1250,2025-09-24 11:26:00+00:00,Utilisateur_24,False,True,24965,sha51,mise en forme,Page_Controversee_(demo),fr,2025-09-24,Wednesday,11,60,True,False,True
1252,1251,2025-09-25 23:45:00+00:00,Utilisateur_2,False,True,25598,sha1252,précision,Page_Controversee_(demo),fr,2025-09-25,Thursday,23,633,False,False,False
1253,1252,2025-09-26 10:29:00+00:00,Utilisateur_2,False,False,26089,sha1253,reformulation,Page_Controversee_(demo),fr,2025-09-26,Friday,10,491,False,False,False
1254,1253,2025-09-27 09:12:00+00:00,Utilisateur_1,False,True,25792,sha1254,correction typo,Page_Controversee_(demo),fr,2025-09-27,Saturday,9,-297,False,False,False
1255,1254,2025-09-28 19:59:00+00:00,Utilisateur_13,False,False,26205,sha1255,reformulation,Page_Controversee_(demo),fr,2025-09-28,Sunday,19,413,False,False,False
1257,1256,2025-10-01 14:45:00+00:00,Utilisateur_2,False,False,25154,sha1257,correction typo,Page_Controversee_(demo),fr,2025-10-01,Wednesday,14,-1051,False,False,False
1256,1255,2025-10-01 16:33:00+00:00,Utilisateur_25,False,False,25892,sha1256,màj références,Page_Controversee_(demo),fr,2025-10-01,Wednesday,16,738,False,False,False
1258,1257,2025-10-01 16:57:00+00:00,Utilisateur_2,False,True,23929,sha1258,ajout paragraphe,Page_Controversee_(demo),fr,2025-10-01,Wednesday,16,-1963,False,False,False
1260,1259,2025-10-02 16:05:00+00:00,Utilisateur_9,False,True,23738,sha1260,précision,Page_Controversee_(demo),fr,2025-10-02,Thursday,16,-191,False,False,False
1259,1258,2025-10-02 22:07:00+00:00,Utilisateur_20,False,True,24370,sha1259,màj références,Page_Controversee_(demo),fr,2025-10-02,Thursday,22,632,False,False,False
1261,1260,2025-10-06 19:31:00+00:00,Utilisateur_23,False,False,24767,sha1,mise en forme,Page_Controversee_(demo),fr,2025-10-06,Monday,19,397,False,False,False
1262,1261,2025-10-11 12:18:00+00:00,IP_7.138,True,False,24594,sha1262,reformulation,Page_Controversee_(demo),fr,2025-10-11,Saturday,12,-173,False,False,False
1263,1262,2025-10-12 13:53:00+00:00,Utilisateur_25,False,True,24924,sha3,correction,Page_Controversee_(demo),fr,2025-10-12,Sunday,13,330,True,False,True
1264,1263,2025-10-25 20:05:00+00:00,Utilisateur_23,False,False,25085,sha1264,reformulation,Page_Controversee_(demo),fr,2025-10-25,Saturday,20,161,False,False,False
1265,1264,2025-10-29 13:15:00+00:00,Utilisateur_6,False,True,24132,sha1265,màj références,Page_Controversee_(demo),fr,2025-10-29,Wednesday,13,-953,False,False,False
1266,1265,2025-10-30 06:12:00+00:00,IP_153.115,True,True,23511,sha1266,précision,Page_Controversee_(demo),fr,2025-10-30,Thursday,6,-621,False,False,False
1267,1266,2025-11-02 14:06:00+00:00,Utilisateur_25,False,True,23930,sha7,Annulation des modifications de vandalisme,Page_Controversee_(demo),fr,2025-11-02,Sunday,14,419,True,True,True
1269,1268,2025-11-09 12:30:00+00:00,Utilisateur_20,False,False,23529,sha1269,ajout paragraphe,Page_Controversee_(demo),fr,2025-11-09,Sunday,12,-401,False,False,False
1268,1267,2025-11-09 20:20:00+00:00,Utilisateur_1,False,True,23543,sha1268,précision,Page_Controversee_(demo),fr,2025-11-09,Sunday,20,14,False,False,False
1270,1269,2025-11-12 10:12:00+00:00,Utilisateur_6,False,False,24157,sha1270,correction typo,Page_Controversee_(demo),fr,2025-11-12,Wednesday,10,614,False,False,False
1271,1270,2025-11-14 11:29:00+00:00,Utilisateur_14,False,False,24604,sha11,correction,Page_Controversee_(demo),fr,2025-11-14,Friday,11,447,False,False,False
1272,1271,2025-11-16 11:51:00+00:00,IP_237.25,True,False,25241,sha1272,ajout paragraphe,Page_Controversee_(demo),fr,2025-11-16,Sunday,11,637,False,False,False
1273,1272,2025-11-20 05:06:00+00:00,Utilisateur_21,False,False,25132,sha1273,ajout paragraphe,Page_Controversee_(demo),fr,2025-11-20,Thursday,5,-109,False,False,False
1274,1273,2025-11-20 08:28:00+00:00,Utilisateur_25,False,False,25399,sha1274,correction typo,Page_Controversee_(demo),fr,2025-11-20,Thursday,8,267,False,False,False
1275,1274,2025-11-21 14:22:00+00:00,IP_254.1,True,False,25045,sha1275,correction typo,Page_Controversee_(demo),fr,2025-11-21,Friday,14,-354,False,False,False
1276,1275,2025-11-24 13:28:00+00:00,Utilisateur_20,False,False,25437,sha1276,màj références,Page_Controversee_(demo),fr,2025-11-24,Monday,13,392,False,False,False
1278,1277,2025-11-27 05:33:00+00:00,IP_173.101,True,False,24977,sha1278,màj références,Page_Controversee_(demo),fr,2025-11-27,Thursday,5,-460,False,False,False
1277,1276,2025-11-27 12:47:00+00:00,Utilisateur_21,False,False,25553,sha17,revert non neutre,Page_Controversee_(demo),fr,2025-11-27,Thursday,12,576,False,True,True
1279,1278,2025-11-28 20:57:00+00:00,Utilisateur_13,False,False,24233,sha1279,màj références,Page_Controversee_(demo),fr,2025-11-28,Friday,20,-1320,False,False,False
1280,1279,2025-11-28 21:19:00+00:00,IP_13.95,True,False,24003,sha1280,ajout paragraphe,Page_Controversee_(demo),fr,2025-11-28,Friday,21,-230,False,False,False
1281,1280,2025-11-30 22:56:00+00:00,Utilisateur_23,False,False,23906,sha1281,ajout paragraphe,Page_Controversee_(demo),fr,2025-11-30,Sunday,22,-97,False,False,False
1282,1281,2025-12-03 11:11:00+00:00,IP_103.246,True,False,24134,sha1282,reformulation,Page_Controversee_(demo),fr,2025-12-03,Wednesday,11,228,False,False,False
1283,1282,2025-12-04 17:44:00+00:00,Utilisateur_1,False,False,24441,sha1283,reformulation,Page_Controversee_(demo),fr,2025-12-04,Thursday,17,307,False,False,False
1284,1283,2025-12-06 12:50:00+00:00,Utilisateur_25,False,False,24476,sha1284,ajout paragraphe,Page_Controversee_(demo),fr,2025-12-06,Saturday,12,35,False,False,False
1285,1284,2025-12-09 12:52:00+00:00,IP_31.179,True,True,24415,sha1285,correction typo,Page_Controversee_(demo),fr,2025-12-09,Tuesday,12,-61,False,False,False
1286,1285,2025-12-11 12:59:00+00:00,IP_55.101,True,False,24421,sha1286,màj références,Page_Controversee_(demo),fr,2025-12-11,Thursday,12,6,False,False,False
1287,1286,2025-12-11 13:57:00+00:00,Utilisateur_23,False,False,23609,sha1287,reformulation,Page_Controversee_(demo),fr,2025-12-11,Thursday,13,-812,False,False,False
1288,1287,2025-12-16 18:31:00+00:00,Utilisateur_20,False,True,23595,sha1288,ajout paragraphe,Page_Controversee_(demo),fr,2025-12-16,Tuesday,18,-14,False,False,False
1289,1288,2025-12-18 14:18:00+00:00,Utilisateur_9,False,False,23686,sha1289,màj références,Page_Controversee_(demo),fr,2025-12-18,Thursday,14,91,False,False,False
1290,1289,2025-12-20 18:26:00+00:00,Utilisateur_6,False,False,24570,sha1290,ajout paragraphe,Page_Controversee_(demo),fr,2025-12-20,Saturday,18,884,False,False,False
1291,1290,2025-12-21 06:19:00+00:00,Utilisateur_1,False,True,24973,sha1291,correction typo,Page_Controversee_(demo),fr,2025-12-21,Sunday,6,403,False,False,False
1292,1291,2025-12-23 19:36:00+00:00,Utilisateur_16,False,True,24851,sha1292,précision,Page_Controversee_(demo),fr,2025-12-23,Tuesday,19,-122,False,False,False
1293,1292,2025-12-27 21:27:00+00:00,Utilisateur_1,False,False,24855,sha1293,précision,Page_Controversee_(demo),fr,2025-12-27,Saturday,21,4,False,False,False
1294,1293,2025-12-28 17:09:00+00:00,Utilisateur_23,False,True,25072,sha34,revert non neutre,Page_Controversee_(demo),fr,2025-12-28,Sunday,17,217,True,True,True
1308,1307,2026-01-01 07:18:00+00:00,Utilisateur_13,False,False,26695,sha1308,màj références,Page_Controversee_(demo),fr,2026-01-01,Thursday,7,1623,False,False,False
1295,1294,2026-01-01 07:21:00+00:00,IP_20.89,True,True,25504,sha1295,ajout paragraphe,Page_Controversee_(demo),fr,2026-01-01,Thursday,7,-1191,False,False,False
1297,1296,2026-01-01 08:22:00+00:00,Utilisateur_25,False,False,25794,sha1297,màj références,Page_Controversee_(demo),fr,2026-01-01,Thursday,8,290,False,False,False
1301,1300,2026-01-01 11:08:00+00:00,Utilisateur_9,False,True,26735,sha1301,màj références,Page_Controversee_(demo),fr,2026-01-01,Thursday,11,941,False,False,False
1310,1309,2026-01-01 11:10:00+00:00,Utilisateur_25,False,False,27238,sha1310,correction typo,Page_Controversee_(demo),fr,2026-01-01,Thursday,11,503,False,False,False
1312,1311,2026-01-01 11:33:00+00:00,Utilisateur_25,False,False,27268,sha1312,précision,Page_Controversee_(demo),fr,2026-01-01,Thursday,11,30,False,False,False
1306,1305,2026-01-01 12:18:00+00:00,Utilisateur_9,False,False,26274,sha1306,reformulation,Page_Controversee_(demo),fr,2026-01-01,Thursday,12,-994,False,False,False
1309,1308,2026-01-01 12:34:00+00:00,IP_217.22,True,True,27236,sha1309,màj références,Page_Controversee_(demo),fr,2026-01-01,Thursday,12,962,False,False,False
1298,1297,2026-01-01 14:29:00+00:00,IP_9.117,True,False,25993,sha1298,précision,Page_Controversee_(demo),fr,2026-01-01,Thursday,14,-1243,False,False,False
1307,1306,2026-01-01 14:36:00+00:00,Utilisateur_13,False,False,26033,sha1307,ajout paragraphe,Page_Controversee_(demo),fr,2026-01-01,Thursday,14,40,False,False,False
1299,1298,2026-01-01 14:55:00+00:00,Utilisateur_23,False,True,25154,sha1299,reformulation,Page_Controversee_(demo),fr,2026-01-01,Thursday,14,-879,False,False,False
1304,1303,2026-01-01 15:20:00+00:00,Utilisateur_22,False,False,27397,sha1304,précision,Page_Controversee_(demo),fr,2026-01-01,Thursday,15,2243,False,False,False
1305,1304,2026-01-01 17:23:00+00:00,Utilisateur_25,False,True,26632,sha1305,précision,Page_Controversee_(demo),fr,2026-01-01,Thursday,17,-765,False,False,False
1296,1295,2026-01-01 19:05:00+00:00,Utilisateur_25,False,False,25922,sha1296,màj références,Page_Controversee_(demo),fr,2026-01-01,Thursday,19,-710,False,False,False
1311,1310,2026-01-01 19:32:00+00:00,Utilisateur_24,False,False,27473,sha1311,ajout paragraphe,Page_Controversee_(demo),fr,2026-01-01,Thursday,19,1551,False,False,False
1303,1302,2026-01-01 20:22:00+00:00,Utilisateur_23,False,True,26534,sha1303,ajout paragraphe,Page_Controversee_(demo),fr,2026-01-01,Thursday,20,-939,False,False,False
1300,1299,2026-01-01 20:33:00+00:00,Utilisateur_24,False,False,25826,sha1300,reformulation,Page_Controversee_(demo),fr,2026-01-01,Thursday,20,-708,False,False,False
1302,1301,2026-01-01 20:49:00+00:00,Utilisateur_17,False,True,26350,sha1302,reformulation,Page_Controversee_(demo),fr,2026-01-01,Thursday,20,524,False,False,False
1313,1312,2026-01-03 23:04:00+00:00,IP_63.210,True,False,26938,sha1313,ajout paragraphe,Page_Controversee_(demo),fr,2026-01-03,Saturday,23,588,False,False,False
1314,1313,2026-01-04 12:24:00+00:00,Utilisateur_16,False,False,26535,sha1314,ajout paragraphe,Page_Controversee_(demo),fr,2026-01-04,Sunday,12,-403,False,False,False
1315,1314,2026-01-04 13:15:00+00:00,Utilisateur_2,False,True,26427,sha1315,précision,Page_Controversee_(demo),fr,2026-01-04,Sunday,13,-108,False,False,False
1316,1315,2026-01-05 12:11:00+00:00,Utilisateur_5,False,False,26332,sha1316,màj références,Page_Controversee_(demo),fr,2026-01-05,Monday,12,-95,False,False,False
1317,1316,2026-01-07 21:05:00+00:00,IP_147.76,True,False,26244,sha57,rv POV,Page_Controversee_(demo),fr,2026-01-07,Wednesday,21,-88,True,True,True
1318,1317,2026-01-11 12:10:00+00:00,IP_53.196,True,False,26758,sha58,correction,Page_Controversee_(demo),fr,2026-01-11,Sunday,12,514,True,False,True
1319,1318,2026-01-16 09:06:00+00:00,Utilisateur_23,False,False,27139,sha1319,ajout paragraphe,Page_Controversee_(demo),fr,2026-01-16,Friday,9,381,False,False,False
1320,1319,2026-01-19 15:26:00+00:00,Utilisateur_2,False,False,27473,sha1320,précision,Page_Controversee_(demo),fr,2026-01-19,Monday,15,334,False,False,False
