revid,parentid,timestamp,user,anon,minor,size,sha1,comment,page,lang
26542287,26541926,2008-02-21T12:02:50Z,Nguyenld,False,True,33322,6b190c0fd8f5993f207f6f1f36b9d2f825e21a38,réversion : retrait commentaire,Vaccination,fr
26669565,26542287,2008-02-24T16:59:17Z,88.183.130.110,True,True,33311,6c8be59b122a2ffada11ec2bba36e3723234fdef,/* En Europe */,Vaccination,fr
26707618,26669565,2008-02-25T14:08:40Z,90.10.135.240,True,True,33350,95f4c5f3ca1f57b334a0ec573ea95cce78e9cc4e,/* Histoire de la vaccination */,Vaccination,fr
26710284,26707618,2008-02-25T15:23:09Z,Nguyenld,False,True,33311,6c8be59b122a2ffada11ec2bba36e3723234fdef,réversion spam,Vaccination,fr
26824171,26710284,2008-02-28T18:08:00Z,91.48.204.21,True,True,33712,2e5d61bc7bb0f6d33e78d19d78096a52e4fd6cf3,/* Histoire de la vaccination */,Vaccination,fr
26824305,26824171,2008-02-28T18:13:17Z,91.48.204.21,True,True,33822,8ee0c983e3dcc55fac3fdeffb188a9a60698fd1d,/* Histoire de la vaccination */,Vaccination,fr
27133233,26824305,2008-03-07T15:43:56Z,77.216.163.239,True,True,33942,0983a2757ab54f4cb3cc8121c92559edd4ca83aa,/* Histoire de la vaccination */,Vaccination,fr
27133240,27133233,2008-03-07T15:44:06Z,Salebot,False,True,33822,8ee0c983e3dcc55fac3fdeffb188a9a60698fd1d,"bot : révocation de [[Special:Contributions/77.216.163.239|77.216.163.239]], retour à la version 26824305 de 91.48.204.21",Vaccination,fr
27133267,27133240,2008-03-07T15:44:41Z,77.216.163.239,True,True,33965,3c18e566fc15a7d866ad8dc6e18256140d1805b9,/* Histoire de la vaccination */,Vaccination,fr
27133283,27133267,2008-03-07T15:45:01Z,Maniak,False,True,33822,8ee0c983e3dcc55fac3fdeffb188a9a60698fd1d,[[User:EDUCA33E/LiveRC/Documentation|LiveRC]] : Révocation des modifications de [[Special:Contributions/77.216.163.239|77.216.163.239]]; retour à la version de [[User:Salebot|Salebot]],Vaccination,fr
27164552,27133283,2008-03-08T11:53:38Z,Tooony,False,True,33875,f26266a2b822b75b8f329414eaf74e4e4eaf0651,/* Vaccins issus d’agents vivants atténués */,Vaccination,fr
27174472,27164552,2008-03-08T16:35:04Z,89.86.228.31,True,True,33876,7b0139b92fbfdc1d0c8074a6398a85f7a5a6e346,/* Types de vaccins */,Vaccination,fr
27183624,27174472,2008-03-08T22:00:36Z,Grook Da Oger,False,True,33799,34e938910472cf3151e447ced1a0463d8303543c,,Vaccination,fr
27201577,27183624,2008-03-09T14:33:57Z,86.215.133.181,True,True,33752,94fd67598b61a90b4fcd593e9a6a1190771f18ab,/* Vaccins issus d’agents infectieux inactivés */,Vaccination,fr
27267205,27201577,2008-03-11T15:22:09Z,80.14.133.21,True,True,33753,03b2d1a71013f4abba95508b9867065ca37f9c6f,/* Histoire de la vaccination */,Vaccination,fr
27279332,27267205,2008-03-11T22:23:56Z,77.216.163.239,True,True,33753,edb19bbac289900c05c7dabdc596a968aa91a061,/* Histoire de la vaccination */,Vaccination,fr
27279881,27279332,2008-03-11T22:48:33Z,Nanoxyde,False,True,33753,03b2d1a71013f4abba95508b9867065ca37f9c6f,Annulation des modifications 27279332 de [[Special:Contributions/77.216.163.239|77.216.163.239]] vand.,Vaccination,fr
27495731,27279881,2008-03-17T19:34:31Z,81.249.91.207,True,True,33752,b4b75c97df5a4804345f4929af744b76b18ed7ac,/* Le BCG */,Vaccination,fr
27746280,27495731,2008-03-24T12:45:34Z,86.198.45.155,True,True,33761,90b7f694b098bbfda7853e8ab0983fe3edb86e7e,/* Principe de la vaccination */,Vaccination,fr
27746329,27746280,2008-03-24T12:46:36Z,Garfieldairlines,False,True,33752,b4b75c97df5a4804345f4929af744b76b18ed7ac,[[User:EDUCA33E/LiveRC/Documentation|LiveRC]] : Révocation des modifications de [[Special:Contributions/86.198.45.155|86.198.45.155]]; retour à la version de [[User:81.249.91.207|81.249.91.207]] ; wikipédia n'est pas un question-réponse,Vaccination,fr
27819357,27746329,2008-03-26T15:18:07Z,90.55.91.178,True,True,33751,493e38e7ab802f394785a15a265de3f65f307322,/* Vaccins issus d’agents infectieux inactivés */,Vaccination,fr
27826877,27819357,2008-03-26T19:21:20Z,Nanoxyde,False,True,33750,5c46287c50b1b71696b9d945d8afe27193212aee,/* Vaccins issus d’agents infectieux inactivés */ gramm / ortho,Vaccination,fr
27858197,27826877,2008-03-27T19:14:04Z,90.59.205.200,True,True,33782,d3d4aa6b7002551728c8c149827796130efcaa40,,Vaccination,fr
27858212,27858197,2008-03-27T19:14:27Z,Salebot,False,True,33750,5c46287c50b1b71696b9d945d8afe27193212aee,"bot : révocation de [[Special:Contributions/90.59.205.200|90.59.205.200]], retour à la version 27826877 de Nanoxyde",Vaccination,fr
27858348,27858212,2008-03-27T19:18:28Z,90.59.205.200,True,True,33785,fe688c0c2c5d462f2ee19582ad14ba7089e2e446,,Vaccination,fr
27858377,27858348,2008-03-27T19:19:38Z,Garfieldairlines,False,True,33750,5c46287c50b1b71696b9d945d8afe27193212aee,[[User:EDUCA33E/LiveRC/Documentation|LiveRC]] : Révocation des modifications de [[Special:Contributions/90.59.205.200|90.59.205.200]]; retour à la version de [[User:Salebot|Salebot]],Vaccination,fr
27858494,27858377,2008-03-27T19:23:10Z,90.59.205.200,True,True,33767,62ce592dbcf2259c1bedb6b0f663293c552ed24d,,Vaccination,fr
27858502,27858494,2008-03-27T19:23:29Z,Guérin Nicolas,False,True,33750,5c46287c50b1b71696b9d945d8afe27193212aee,[[User:EDUCA33E/LiveRC/Documentation|LiveRC]] : Révocation des modifications de [[Special:Contributions/90.59.205.200|90.59.205.200]]; retour à la version de [[User:Garfieldairlines|Garfieldairlines]] ; vandalisme,Vaccination,fr
27858591,27858502,2008-03-27T19:26:40Z,90.59.205.200,True,True,34091,872e29e10ad2a6675a6f75168e36458668b7bab1,,Vaccination,fr
27858595,27858591,2008-03-27T19:26:47Z,Salebot,False,True,33750,5c46287c50b1b71696b9d945d8afe27193212aee,"bot : révocation de [[Special:Contributions/90.59.205.200|90.59.205.200]], retour à la version 27858502 de Guérin Nicolas",Vaccination,fr
27946797,27858595,2008-03-30T13:11:25Z,212.198.172.117,True,True,33795,4dd25475b3eb6940b89421cd031548860c5d9fc0,,Vaccination,fr
27948361,27946797,2008-03-30T13:49:38Z,82.120.228.45,True,True,33797,31608b18db002618c8e06af99d6df34cedc97442,/* Principe de la vaccination */,Vaccination,fr
27948411,27948361,2008-03-30T13:50:33Z,82.120.228.45,True,True,33809,211618eb537d1b886256adb4d6c6de74592b1f1f,/* Principe de la vaccination */,Vaccination,fr
27976291,27948411,2008-03-31T02:03:16Z,65.94.228.183,True,True,33810,dd7926c0be6c8aff8cdaac12958d56de15c449a2,/* Vaccins obligatoires */,Vaccination,fr
27977609,27976291,2008-03-31T02:58:48Z,Grook Da Oger,False,True,33750,5c46287c50b1b71696b9d945d8afe27193212aee,retour 26 mars 2008 à 21:21 Nanoxyde,Vaccination,fr
28144212,27977609,2008-04-02T16:24:20Z,82.253.247.232,True,True,33750,4ab45005afc173ff4a9afdb3344f353dca178bfe,/* Le marché des vaccins */,Vaccination,fr
28149719,28144212,2008-04-02T17:27:17Z,Nguyenld,False,True,33750,5c46287c50b1b71696b9d945d8afe27193212aee,réversion par précaution : modif d'une donnée numérique sans source par ip,Vaccination,fr
28172638,28149719,2008-04-03T00:37:03Z,24.37.99.82,True,True,33791,435b9a352d467a87c7f4ade7adb97887738858e8,/* La vaccination contre la varicelle */,Vaccination,fr
28173538,28172638,2008-04-03T01:01:15Z,Nguyenld,False,True,33750,5c46287c50b1b71696b9d945d8afe27193212aee,réversion : apport non clair,Vaccination,fr
28340345,28173538,2008-04-05T08:30:56Z,80.14.132.34,True,True,33748,12dbe30192227b25ce3933c4f5f7f5a01ebf8342,/* D'une façon générale */,Vaccination,fr
28548072,28340345,2008-04-11T14:16:50Z,86.64.182.242,True,True,33588,f06673ebd88a5ab532692bb9c24d45135a6716eb,/* Vaccins et santé publique */,Vaccination,fr
28548125,28548072,2008-04-11T14:18:32Z,86.64.182.242,True,True,33605,7532103382654e8fa62d8fc8cd2df645c414cecf,/* Vaccins et santé publique */,Vaccination,fr
28548176,28548125,2008-04-11T14:19:57Z,Simon Villeneuve,False,True,33748,12dbe30192227b25ce3933c4f5f7f5a01ebf8342,vandalisme,Vaccination,fr
28552480,28548176,2008-04-11T16:33:22Z,90.52.56.234,True,True,34029,5887a1cd6daf6e3167c553b48fcb739a42e8c57f,/* Principe de la vaccination */,Vaccination,fr
28554821,28552480,2008-04-11T17:56:09Z,Nanoxyde,False,True,33748,12dbe30192227b25ce3933c4f5f7f5a01ebf8342,redondance,Vaccination,fr
28588057,28554821,2008-04-12T20:27:22Z,Alecs.bot,False,True,33790,1840dfda8100d040e6c657cdd4d2d1940dc08155,"[[Modèle:,]], Replaced: </ref> <ref> → </ref>{{,}}<ref> (10)",Vaccination,fr
28638312,28588057,2008-04-14T14:06:27Z,83.157.112.229,True,True,33791,a7205cef3485d2b5a801f0b8d33336c8753ca13d,/* Le BCG */,Vaccination,fr
28638896,28638312,2008-04-14T14:29:56Z,77.194.17.252,True,True,33807,1170c83135b977a695c2a5d7f8ce5295454d4b5d,/* Vaccins obligatoires */,Vaccination,fr
28639290,28638896,2008-04-14T14:45:14Z,Nanoxyde,False,True,33791,a7205cef3485d2b5a801f0b8d33336c8753ca13d,Révocation des modifications par [[Special:Contributions/77.194.17.252|77.194.17.252]] ; retour à la version de [[Special:Contributions/83.157.112.229|83.157.112.229]],Vaccination,fr
28925466,28639290,2008-04-23T16:40:08Z,16@r,False,True,33808,bb5d1a17103be64114fc73ca77fb0f4e3ad51075,/* Liens internes */ +wikt,Vaccination,fr
29006774,28925466,2008-04-26T12:07:19Z,83.198.210.47,True,True,33797,c7bff0e05c81582a020be63746942b5aa31d30d0,/* Principe de la vaccination */,Vaccination,fr
29039555,29006774,2008-04-27T15:36:04Z,Looler,False,True,33797,84e2b1f1139a1b566d09fec8408fb28944e5ab90,/* Vaccins et santé publique */,Vaccination,fr
29039571,29039555,2008-04-27T15:36:48Z,Looler,False,True,33797,fdaaf256861b8f67eada77f4c842a6b81d08dc15,/* La variole */,Vaccination,fr
29039695,29039571,2008-04-27T15:41:07Z,Looler,False,True,33797,25c01b78a7c4f8beb11224e63d129a590ef525cc,/* Le BCG */,Vaccination,fr
29039711,29039695,2008-04-27T15:41:49Z,Looler,False,True,33796,15d842c2652aefa7e9efb518f32147d0309bc36c,/* Autres pays */,Vaccination,fr
29039856,29039711,2008-04-27T15:46:25Z,Looler,False,True,33796,4fee58b152c690de72481e0545c3cdbc66e2cd71,/* Le Di-Te-Per (DTCoq en France) */,Vaccination,fr
29039874,29039856,2008-04-27T15:47:05Z,Looler,False,True,33796,e9d74330146f880f6cb56f3eae7c201af02d3226,/* Le vaccin anti-polio */,Vaccination,fr
29040142,29039874,2008-04-27T15:57:14Z,Looler,False,True,33797,9f0540d6a5dc4d1d4015e945ac253affd1d78f9c,/* Rougeole-Oreillons-Rubéole (ou vaccin ROR) */,Vaccination,fr
29100292,29040142,2008-04-29T14:55:52Z,90.41.135.194,True,True,33820,848841442e05fbe88b1cf35512808f0bbcf4be61,/* La vaccination anti-hépatite B */,Vaccination,fr
29339913,29100292,2008-05-07T11:02:08Z,Eiffele,False,True,34916,5c27080a9bedc69abeac752ebf987d2f2566387c,"/* Vaccins constitués de sous-unités d’agents infectieux */ complément sur développement futurs potentiels de vaccins plus ""universels"" et durables",Vaccination,fr
29531367,29339913,2008-05-13T13:23:59Z,82.250.216.59,True,True,34949,b386e77011d9a7a50ea080fd9dfe1eb4e40b9c45,/* Principe de la vaccination */,Vaccination,fr
29531370,29531367,2008-05-13T13:24:03Z,Salebot,False,True,34916,5c27080a9bedc69abeac752ebf987d2f2566387c,"bot : révocation de [[Special:Contributions/82.250.216.59|82.250.216.59]], retour à la version 29339913 de Eiffele",Vaccination,fr
29531391,29531370,2008-05-13T13:24:39Z,82.250.216.59,True,True,34931,b914df746eb29eb30383eb50e64e2ea19e24a091,/* Types de vaccins */,Vaccination,fr
29531475,29531391,2008-05-13T13:26:49Z,82.250.216.59,True,True,34960,4c3c9ad43533595c46ca47cb842b0b2e38af4258,/* Principe de la vaccination */,Vaccination,fr
29531491,29531475,2008-05-13T13:27:42Z,DocteurCosmos,False,True,34916,5c27080a9bedc69abeac752ebf987d2f2566387c,Révocation des modifications de [[Special:Contributions/82.250.216.59|82.250.216.59]] (retour à la dernière version de [[User:Salebot|Salebot]]),Vaccination,fr
29531515,29531491,2008-05-13T13:28:29Z,82.250.216.59,True,True,34934,ab78968fe4e9d6574d51d3cac41c22056e1ce28d,/* Types de vaccins */,Vaccination,fr
29531545,29531515,2008-05-13T13:29:40Z,DocteurCosmos,False,True,34916,5c27080a9bedc69abeac752ebf987d2f2566387c,Révocation des modifications de [[Special:Contributions/82.250.216.59|82.250.216.59]] (retour à la dernière version de [[User:DocteurCosmos|DocteurCosmos]]),Vaccination,fr
29571984,29531545,2008-05-14T18:38:31Z,196.12.217.251,True,True,34917,2e3647f0ed834d35af1047742ed3f6b481fb82c2,/* Principe de la vaccination */,Vaccination,fr
29572158,29571984,2008-05-14T18:43:42Z,196.12.217.251,True,True,34918,5cb2a5106afb4610c7cca8c354e15c5df83a3181,/* Principe de la vaccination */,Vaccination,fr
29702175,29572158,2008-05-18T16:36:44Z,87.64.17.79,True,True,38318,145ea63b9cca0aad239bdaf102b1179ea0bb0d80,/* La vaccination anti-hépatite B */,Vaccination,fr
29707337,29702175,2008-05-18T19:03:48Z,Nguyenld,False,True,34918,5cb2a5106afb4610c7cca8c354e15c5df83a3181,réversion : copyvio manifeste,Vaccination,fr
29764346,29707337,2008-05-20T09:11:42Z,217.128.98.41,True,True,30612,8d2df7743dc54d7dcfdc8f1ab9b60c73d3263d73,/* Types de vaccins */,Vaccination,fr
29764375,29764346,2008-05-20T09:12:09Z,DocteurCosmos,False,True,34918,5cb2a5106afb4610c7cca8c354e15c5df83a3181,Révocation des modifications de [[Special:Contributions/217.128.98.41|217.128.98.41]] (retour à la dernière version de [[User:Nguyenld|Nguyenld]]),Vaccination,fr
29771567,29764375,2008-05-20T11:44:25Z,Mirgolth,False,True,34922,e4fcdbb3e36c858d2a1a8cef1dafbf35dd4ce5d0,/* En France */ +italique,Vaccination,fr
29817299,29771567,2008-05-21T17:24:40Z,Ahirre,False,True,35409,76dfce672c64e790d230722c9b7dfbaf6c7a12f1,Références Nécessaires,Vaccination,fr
29949603,29817299,2008-05-24T15:55:08Z,81.250.57.209,True,True,35399,9499da50b502ff70e691089198eb7ad93d9fdc9e,/* Types de vaccins */,Vaccination,fr
30004852,29949603,2008-05-26T11:10:57Z,212.68.197.9,True,True,33543,438eaaee366c151f62ac0f7eee46af6b6cdd4dca,/* Vaccins constitués de sous-unités d’agents infectieux */,Vaccination,fr
30004862,30004852,2008-05-26T11:11:24Z,Sebleouf,False,True,35399,9499da50b502ff70e691089198eb7ad93d9fdc9e,Révocation des modifications de [[Special:Contributions/212.68.197.9|212.68.197.9]] et retour à la version de [[Special:Contributions/81.250.57.209|81.250.57.209]],Vaccination,fr
30113752,30004862,2008-05-29T14:16:47Z,Cæruleum,False,True,35399,cbde496bec78919fb5acc05f229184815d6fc6a4,œ,Vaccination,fr
30850414,30113752,2008-06-21T14:16:47Z,77.206.234.16,True,True,36035,37dead50d109fe1bfe7784d31163597136901a92,/* En France */,Vaccination,fr
30856287,30850414,2008-06-21T17:26:36Z,Nguyenld,False,True,35724,a4e3383dd4833467d6616afaacfadd22053ccd82,/* En France */ voire article [[Vaccin contre le VPH]],Vaccination,fr
30906621,30856287,2008-06-23T08:58:30Z,Kelson,False,True,35726,0efb0583dca59870783e30a1a771fb94cdaca81e,/* Notes et références */,Vaccination,fr
30989057,30906621,2008-06-25T10:10:39Z,A3P,False,True,35814,f6e584517c004bfb9f560247e85eb803fe0dd53d,/* Liens externes */,Vaccination,fr
30989186,30989057,2008-06-25T10:17:22Z,Nguyenld,False,True,35726,0efb0583dca59870783e30a1a771fb94cdaca81e,spam,Vaccination,fr
31058173,30989186,2008-06-27T07:32:41Z,Bwass,False,True,35693,7a71c22177f4a89f8b3628d7e541c038e41adf29,/* La vaccination anti-hépatite B */ Retrait d'un etc,Vaccination,fr
31058197,31058173,2008-06-27T07:34:44Z,Bwass,False,True,35431,d036742a55aef8913702770f1c0378395c01127d,/* D'une façon générale */ Retrait Subjectivité,Vaccination,fr
31064288,31058197,2008-06-27T11:28:10Z,Nguyenld,False,True,35267,c21e44aa04994532db22b30d56fae6d98cf3abe7,"/* D'une façon générale */ si on supprime le deuxième mebre de la prhase, autant en supprimer le premier, incompréhensible en l'état",Vaccination,fr
31081933,31064288,2008-06-27T23:08:40Z,Asabengurtza,False,True,35267,85d673ebf11cc035051cf627a63cf7650410276e,/* Histoire de la vaccination */,Vaccination,fr
31082038,31081933,2008-06-27T23:21:00Z,Asabengurtza,False,True,35265,19e237b18fbab2864ba78d7227a39fa3259c52fa,/* Principe de la vaccination */,Vaccination,fr
31082286,31082038,2008-06-27T23:48:32Z,Asabengurtza,False,True,35265,14141ffeae44ebaf3bf4976adb82d3eb622e1a90,/* Principe de la vaccination */,Vaccination,fr
31082335,31082286,2008-06-27T23:50:45Z,Asabengurtza,False,True,35264,515ac0890037ab119736d075478a3606e437231f,/* En France */,Vaccination,fr
31082411,31082335,2008-06-27T23:54:21Z,Asabengurtza,False,True,35283,762ad6218b7aa988ef3fad056aebb2cb2dda15fe,/* Rougeole-Oreillons-Rubéole (ou vaccin ROR) */,Vaccination,fr
31082446,31082411,2008-06-27T23:56:23Z,Asabengurtza,False,True,35275,af0e9128a5184bab880c49eb96ede59aba1d2aac,/* D'une façon générale */,Vaccination,fr
31082541,31082446,2008-06-28T00:06:01Z,Asabengurtza,False,True,35274,4132cc3d9d8ab7f2d0af987d52ce78b5dc8ebb8c,/* Histoire de la vaccination */,Vaccination,fr
31082555,31082541,2008-06-28T00:07:20Z,Asabengurtza,False,True,35292,4460cbbc6f97495979a226dde0a2824ac4cf2c7d,/* Histoire de la vaccination */,Vaccination,fr
32095731,31082555,2008-08-01T21:01:32Z,88.178.183.51,True,True,35385,6b22eb78717eadd8db927dacef92b94f5cde5497,/* Vaccins issus d’agents vivants atténués */,Vaccination,fr
32096137,32095731,2008-08-01T21:16:23Z,88.178.183.51,True,True,35281,07e0d0f26a340a52b988b81a1501d1b0a31e787d,/* Le BCG */,Vaccination,fr
32096210,32096137,2008-08-01T21:18:37Z,88.178.183.51,True,True,35368,a7a8039e13085e453e37bd639dec9d9a4de1e9cf,/* Le Di-Te-Per (DTCoq en France) */,Vaccination,fr
32096444,32096210,2008-08-01T21:26:01Z,88.178.183.51,True,True,35671,315d522225bf997ee496e53a31ab4e1da76cc97d,/* D'une façon générale */,Vaccination,fr
32377795,32096444,2008-08-12T17:29:44Z,Sherbrooke,False,True,35654,c5eedf3ee5e09cbc7e8839f189aec137e564e8dc,Raccourcir.,Vaccination,fr
32379850,32377795,2008-08-12T18:56:53Z,Mrc2000,False,True,35653,5fc5d106e1aca414124eeb27aa18f0b5c3dfe42e,/* En France */,Vaccination,fr
32409509,32379850,2008-08-13T20:34:32Z,Ahirre,False,True,35680,46f5bf1c449b453db01c200d66c664eebfcf7103,/* D'une façon générale */,Vaccination,fr
32409708,32409509,2008-08-13T20:44:12Z,Ahirre,False,True,35707,78e6cb33976d2c54883795cd2ebf00c87ba06a22,Référence nécessaire,Vaccination,fr
32409939,32409708,2008-08-13T20:53:15Z,Ahirre,False,True,35722,3205ee5a01090162e3456546d21ba915fb59bc39,"Références nécessaires sur bases de publications scientifiques, et non de ""secondes mains"" + syntaxe générale affirmative à utiliser plus prudemment",Vaccination,fr
32626866,32409939,2008-08-21T16:40:23Z,Ir4ubot,False,True,35738,1ef66fa68bb77f696229e226a5cb7783e30179c6,date le modèle sources : (-{{[Ss]ources|[Àà] sourcer}} +{{sources|date=août 2008}})),Vaccination,fr
32858608,32626866,2008-08-29T07:10:38Z,Cyril guilloud,False,True,35766,2377e7cf77e015af1ffabef4ff7e1436ea7ee795,"/* Les effets secondaires et les risques selon le vaccin  Michel Georget, Vaccinations, éd. Dangles  */",Vaccination,fr
33293452,32858608,2008-09-10T10:18:55Z,86.220.215.113,True,True,35845,6e71031d7de4f045454813bbd185425834f0b0a5,/* Vaccins obligatoires */,Vaccination,fr
33298284,33293452,2008-09-10T13:08:59Z,McSly,False,True,35766,2377e7cf77e015af1ffabef4ff7e1436ea7ee795,Annulation des modifications 33293452 par [[Special:Contributions/86.220.215.113|86.220.215.113]] ([[User talk:86.220.215.113|Discuter]]) La France est citée juste en dessous,Vaccination,fr
33309142,33298284,2008-09-10T18:17:28Z,77.200.210.87,True,True,35931,fe05f268b932eab54d593d0470e8955f747106b5,/* En France */,Vaccination,fr
33309166,33309142,2008-09-10T18:18:27Z,Marc Mongenet,False,True,35766,2377e7cf77e015af1ffabef4ff7e1436ea7ee795,Révocation des modifications de [[Special:Contributions/77.200.210.87|77.200.210.87]] (retour à la dernière version de [[User:McSly|McSly]]),Vaccination,fr
33374380,33309166,2008-09-12T21:06:40Z,69.70.105.46,True,True,34625,3acdb9119e5945c3339a5afdb21931e083dd926f,,Vaccination,fr
33374473,33374380,2008-09-12T21:10:23Z,Restefond,False,True,35766,2377e7cf77e015af1ffabef4ff7e1436ea7ee795,Annulation des modifications 33374380 par [[Special:Contributions/69.70.105.46|69.70.105.46]] ([[User talk:69.70.105.46|Discuter]]) paragraphe supprimé sans raison,Vaccination,fr
33684536,33374473,2008-09-23T12:45:42Z,JAnDbot,False,True,35463,fd5c79ba12a2775b966bca01b6b575e59a471e60,"robot  Ajoute: tl Retire: ca, eo, es, fa, fi, fur, he, id, ja, ko, nn, no, pl, ro, ru, sl, te, th, uk, vi Modifie: cs, de, en, it, nl, pt, zh",Vaccination,fr
33694051,33684536,2008-09-23T17:57:19Z,91.165.85.118,True,True,35569,390a1a71d4190b5c965855616fb89bd2c45f800f,/* Liens externes */,Vaccination,fr
33694789,33694051,2008-09-23T18:23:19Z,Nguyenld,False,True,35463,fd5c79ba12a2775b966bca01b6b575e59a471e60,cf [[wikipédia:liens externes]],Vaccination,fr
33719798,33694789,2008-09-24T12:58:17Z,213.174.96.118,True,True,35563,1a7188d1dabf0059492eb82bcdf984621e4134cd,,Vaccination,fr
33723639,33719798,2008-09-24T15:24:30Z,Nguyenld,False,True,35463,fd5c79ba12a2775b966bca01b6b575e59a471e60,cf [[wikipedia:liens externes]],Vaccination,fr
33914298,33723639,2008-09-30T11:22:17Z,Nguyenld,False,True,36137,c963cf599ef2d0eed9d2e93feb6c934c205ca027,/* Principe de la vaccination */ vaccin dirigé contre une molécule physiologique,Vaccination,fr
34077651,33914298,2008-10-05T16:11:14Z,MystBot,False,True,36157,e9e0475cf94415a8bfdb98931e07386964b2e196,robot  Ajoute: [[ja:予防接種]],Vaccination,fr
34263329,34077651,2008-10-11T22:53:13Z,Grumior,False,True,36380,890237d6832a3b14ec52a1c4fb18b8608543fa72,,Vaccination,fr
34268734,34263329,2008-10-12T06:59:06Z,Marvoir,False,True,36374,cbb8e1f35a27574f2e28dc672f11586ac2c1a046,"Rédaction. Ai interverti les deux occurrences de ""antigène"", pour la clarté; évité répétition de ""permettre"", construction de phrase plus naturelle.",Vaccination,fr
34573247,34268734,2008-10-22T09:18:56Z,77.205.212.168,True,True,36396,fa4a23d0b19887ac6190570eb82ae1c58c4586a6,/* Vaccination thérapeutique */,Vaccination,fr
34573419,34573247,2008-10-22T09:26:56Z,Nguyenld,False,True,36374,cbb8e1f35a27574f2e28dc672f11586ac2c1a046,réversion gaminerie,Vaccination,fr
34660618,34573419,2008-10-25T13:26:43Z,81.248.143.193,True,True,36372,c5c71b1ab66bacb718dcc865589fca5a3102d961,/* Le vaccin anti-polio */,Vaccination,fr
34661510,34660618,2008-10-25T14:03:05Z,Tépabot,False,True,36368,44c9072d38c73d38faffcdb0b0a89f86cab06b94,Tâches récurrentes ([[Utilisateur:Tépabot#Script d'exécution actuel|Voir règles métier]] - [[Utilisateur:Tépabot|Stopper et signaler une erreur]]),Vaccination,fr
34917944,34661510,2008-11-02T15:02:28Z,82.127.97.107,True,True,36641,b6c4aac187b10ea8a0230e0e8da427c4821544a7,/* Histoire de la vaccination */,Vaccination,fr
35177617,34917944,2008-11-11T16:20:07Z,86.210.83.188,True,True,36639,14b117f31513222baf012d7e2b02edece0e39d6a,/* Le vaccin anti-polio */  coquille de formatage wiki dans le titre,Vaccination,fr
35348427,35177617,2008-11-17T15:20:45Z,Asabengurtza,False,True,36654,57fab1c78aaeec12d6f170b2775ba0abd412f8b4,/* Vaccins issus d’agents vivants atténués */,Vaccination,fr
35349911,35348427,2008-11-17T16:09:37Z,Marvoir,False,True,36646,435011ef20630c16cd56d393564c5403b82ea4e3,"/* Vaccins issus d’agents vivants atténués */ La modification précédente ne me semblait pas heureuse (""par conséquent"" était un pléonasme).",Vaccination,fr
35628338,35349911,2008-11-26T20:52:30Z,207.96.174.91,True,True,36716,d9cf0254142b572bf0fb65d2e65fd6784919797b,/* Vaccins et santé publique */,Vaccination,fr
35856891,35628338,2008-12-04T22:28:21Z,Asabengurtza,False,True,36825,2f3d4baf227579777eb307ddea850fe7432ef39a,/* La vaccination anti-hépatite B{{Référence nécessaire}} */,Vaccination,fr
35857136,35856891,2008-12-04T22:42:56Z,Asabengurtza,False,True,36990,d1687b3b1acd217895604abfa176f335fe0fd304,/* La vaccination anti-hépatite Bhttp://www.gsk.fr/gsk/medicament/mention_legale/engerixB10.htm Mentions légales du vaccin EngerixB GSK §Effets indésirables */,Vaccination,fr
35864866,35857136,2008-12-05T08:56:29Z,213.41.137.29,True,True,37015,d720392369074ba2a30f7d426f1b940a39e7dd7c,* [[Sclérose en plaques|sclérose en plaques]],Vaccination,fr
35868056,35864866,2008-12-05T11:27:42Z,Grook Da Oger,False,True,36994,8f169106e3e6505d92f7d306da1fa7c5266082bc,/* La vaccination anti-hépatite Bhttp://www.gsk.fr/gsk/medicament/mention_legale/engerixB10.htm Mentions légales du vaccin EngerixB GSK §Effets indésirables http://www.linternaute.com/sante/medicaments/vaccin-genhevac-b-pasteur/3305036/effets-ind,Vaccination,fr
36479706,35868056,2008-12-27T13:39:03Z,82.246.68.5,True,True,36696,d197d6cd34aa9921cf356e44b1f7711741c63b4f,,Vaccination,fr
36485765,36479706,2008-12-27T17:08:40Z,Grook Da Oger,False,True,36994,8f169106e3e6505d92f7d306da1fa7c5266082bc,Révocation des modifications par [[Special:Contributions/82.246.68.5|82.246.68.5]] ; retour à la version de [[Special:Contributions/Grook Da Oger|Grook Da Oger]] (pkoi ce blanchiment),Vaccination,fr
36699873,36485765,2009-01-03T12:27:31Z,212.198.115.61,True,True,36691,3dc8241575c2fe4e8873bc03e3816b608aed3f5c,le BCG n'est plus ni obligatoire ni recommandé à toute la population. Les sanctions de l'art. L. 3112-1 du CSP ne sont donc plus d'actualité,Vaccination,fr
36761584,36699873,2009-01-05T00:24:02Z,Xic667,False,True,36692,c6481f45b2343464c872d0ecba7df9eaa3ac7e37,/* Autres pays */,Vaccination,fr
36851002,36761584,2009-01-07T19:34:27Z,HerculeBot,False,True,36702,4f45e5cc53de33f35060bbba18317b295df774ef,Ajout de {{m|Portail pharmacie}},Vaccination,fr
36867570,36851002,2009-01-08T11:56:04Z,L'horrifiant engoulvent casse-moloch écraseroc,False,True,37288,0661113d16192ed70f693e0d873153170cc50eee,/* Liens externes */,Vaccination,fr
